uid,school_education,graduation_1,graduation_2,graduation_3,graduation_4,graduation_5,graduation_6,graduation_7
107473,,,,,,,,
107170,,,,,,,,
106932,,,,,,,,
106991,,,,,,,,
94488,1997,,,,,,,
107276,,,,,,,,
106993,,,,,,,,
31430,1941,,,,,,,
107268,,,,,,,,
102637,2021,,,,,,,
64662,1996,,,,,,,
105703,1989,,,,,,,
107274,,,,,,,,
106929,,,,,,,,
107209,,,,,,,,
82643,1985,,,,,,,
106948,,,,,,,,
110085,2006,,,,,,,
107286,,,,,,,,
107146,,,,,,,,
107224,,,,,,,,
107400,,,,,,,,
107304,,,,,,,,
107203,,,,,,,,
107159,,,,,,,,
107386,,,,,,,,
106931,,,,,,,,
106936,,,,,,,,
107391,,,,,,,,
107305,,,,,,,,
107489,,,,,,,,
70398,1992,,,,,,,
113807,2011,,,,,,,
6574,,,2011,,,,,
106928,,,,,,,,
107396,,,,,,,,
107443,,,,,,,,
106910,,,,,,,,
107226,,,,,,,,
107084,,,,,,,,
107035,,,,,,,,
11782,1994,,,,,2003,,
20699,1972,,,,,,,
93710,2023,,,,,,,
107125,,,,,,,,
106960,,,,,,,,
107469,1992,,,,,,,1999
106956,,,,,,,,
54435,1990,,,,,,,
8634,2004,,,,,2009,,
106990,,,,,,,,
86470,2017,,,,,,,
46660,2010,,,,,,,
107479,,,,,,,,
13807,2006,,,,,,,
99022,1996,,,,,,,
107337,,,,,,,,
38811,2017,,2018,,,2020,,
5152,1993,,,,,,,
38996,2002,,,,,,,
107334,,,,,,,,
106934,,,,,,,,
107141,,,,,,,,
107082,,,,,,,,
79595,1991,,,,,,,
107392,,,,,,,,
66172,2000,,,,,2009,,
107313,,,,,,,,
107507,,,,,,,,
106939,,,,,,,,
106987,,,,,,,,
106964,,,,,,,,
106968,,,,,,,,
107218,,,,,,,,
110210,2003,,,,,,,
88746,2024,,,,,,,
107425,,,,,,,,
26464,2016,,,,,,,
13769,2018,,,,,,,
107449,,,,,,,,
107261,,,,,,,,
107098,,,,,,,,
107214,,,,,,,,
54963,1986,,,,,,,
76603,1983,,,,,2002,,
111002,2007,,,,,,,
107000,,,,,,,,
107351,,,,,,,,
39663,,,,,,2003,,
107241,,,,,,,,
25465,1986,,,,,,,
18151,2015,,,2018,,,,
107311,,,,,,,,
40324,1999,,2007,,,,,
107277,,,,,,,,
111560,2005,,,,,,,
32979,1997,,,,,,,
74578,2002,,,,,2007,,
88792,2005,,,,,,,
107777,,,,,,,,
107511,,,,,,,,
107940,,,,,,,,
107877,,,,,,,,
107807,,,,,,,,
107815,,,,,,,,
107795,,,,,,,,
107771,,,,,,,,
108311,2003,,,,,2008,,
119533,1995,,,,,,,
107572,,,,,,,,
107510,,,,,,,,
15452,2003,,,,,,,
107527,,,,,,,,
98107,1990,,,,,,,
37092,2015,,,,,,,
108084,,,,,,,,
107648,,,,,,,,
107867,,,,,,,,
107709,,,,,,,,
118440,2019,,,,,,,
107635,,,,,,,,
107515,,,,,,,,
111749,2019,,,,,,,
81280,1963,,,,,,,
107628,,,,,,,,
107757,,,,,,,,
107641,,,,,,,,
76037,2012,,,2016,,,,
107621,,,,,,,,
107935,,,,,,,,
107547,,,,,,,,
41972,2007,,2012,,,,,
107861,,,,,,,,
108055,,,,,,,,
107684,,,,,,,,
5639,,,,,,2009,,
27302,1988,,,,,,,
107994,,,,,,,,
107822,,,,,,,,
107602,,,,,,,,
111922,2008,,,,,,,
107660,,,,,,,,
107838,,,,,,,,
23567,2009,,,,,,,
76433,2016,,,,,,,
107781,,,,,,,,
107700,,,,,,,,
108011,,,,,,,,
107617,,,,,,,,
107751,,,,,,,,
107730,,,,,,,,
66626,2014,,,,,,,
107747,,,,,,,,
55458,1996,,,,,2001,,
107697,,,,,,,,
107742,,,,,,,,
35924,,,2012,,,,,
107674,,,,,,,,
107601,,,,,,,,
107713,,,,,,,,
99563,2013,,,,,,2016,
107981,,,,,,,,
107679,,,,,,,,
108078,,,,,,,,
69099,2000,,,,,,,
103133,,,,,,2002,,
108081,,,,,,,,
107639,,,,,,,,
107584,,,,,,,,
41590,2007,,2010,,,,,
107581,,,,,,,,
108185,2019,,,,,,,
36589,1971,,,,,,,
107531,,,,,,,,
107779,,,,,,,,
52043,2006,,2012,,,,,
73027,1980,,,,,,,
107761,,,,,,,,
73808,1986,,,,,2004,,
64837,2016,,,,,,,
20816,2007,,,,,,,
36357,2020,,,,,,,
108051,,,,,,,,
107693,,,,,,,,
81419,2014,,,,,,,
107956,,,,,,,,
101824,2026,,,,,,,
67683,2007,,,,,,,
94848,1995,,,,,2006,,
41300,1999,,,,,,,
108026,,,,,,,,
107656,,,,,,,,
108038,,,,,,,,
63136,2006,,,,,,,
107980,,,,,,,,
24633,1999,,,,,,,
47463,,,,,,2012,,2015
107790,,,,,,,,
12617,2003,,,,,,,
107914,,,,,,,,
107810,,,,,,,,
107939,,,,,,,,
107619,,,,,,,,
107765,,,,,,,,
107610,,,,,,,,
108066,,,,,,,,
107588,,,,,,,,
107673,,,,,,,,
21318,1997,,,,,,,
107874,,,,,,,,
107739,,,,,,,,
107862,,,,,,,,
107532,,,,,,,,
108087,,,,,,,,
107668,,,,,,,,
107528,,,,,,,,
107978,,,,,,,,
107934,,,,,,,,
107816,,,,,,,,
107974,,,,,,,,
43288,1998,,,,,,,
108125,,,,,,,,
107932,,,,,,,,
107887,,,,,,,,
25795,1998,,,,,,,
108113,,,,,,,,
107853,,,,,,,,
88895,2012,,2018,,,,,
107727,,,,,,,,
60305,2006,,2012,,,,,
107732,,,,,,,,
107919,,,,,,,,
107544,,,,,,,,
107871,,,,,,,,
107888,,,,,,,,
108014,,,,,,,,
107789,,,,,,,,
107518,,,,,,,,
107658,,,,,,,,
21669,2010,,,,,,,
107852,,,,,,,,
49929,2009,,,2014,,,,
107773,,,,,,,,
107626,,,,,,,,
107643,,,,,,,,
15582,,,2015,,,,,
88464,2000,,,,,,,
116106,1970,,,,,,,
107630,,,,,,,,
107603,,,,,,,,
87481,1984,,,,,,,
107726,,,,,,,,
12739,2009,,,,,,,
64817,1992,,,,,,,
47627,2004,,,,,,,
11812,2010,,,,,,,
108578,,,,,,,,
21227,2017,,,,,,,
90514,2000,,,,,,,
6618,1999,,,,,,,
108152,,,,,,,,
43582,2000,,,,,2008,,
108339,,,,,,,,
108550,,,,,,,,
108436,,,,,,,,
108475,,,,,,,,
106725,2004,,,,,,,
118552,1989,,,,,,,
108202,,,,,,,,
79989,1972,,,,,,,
108231,,,,,,,,
108416,,,,,,,,
108462,,,,,,,,
82942,1996,,,,,,,
101287,1985,,,,,,,
111296,2008,,,,,,,
61271,2008,,,,,,,
108478,,,,,,,,
108671,,,,,,,,
108321,,,,,,,,
108610,,,,,,,,
108266,,,,,,,,
108238,,,,,,,,
108738,,,,,,,,
108544,,,,,,,,
108531,,,,,,,,
108545,,,,,,,,
108196,,,,,,,,
58483,2012,,,,,,2016,2019
76453,1980,,,,,,,
108178,,,,,,,,
108497,,,,,,,,
108141,,,,,,,,
108215,,,,,,,,
26097,1996,,,,,,,
4555,,2012,,,,,,
108602,,,,,,,,
50716,2010,,2015,,,,,
108519,,,,,,,,
108506,,,,,,,,
108287,,,,,,,,
108390,,,,,,,,
108373,,,,,,,,
94725,2018,,,2022,,,,
108702,,,,,,,,
92705,1985,,,,,,,
108547,,,,,,,,
108300,,,,,,,,
108566,,,,,,,,
108472,,,,,,,,
108488,,,,,,,,
108734,,,,,,,,
76297,2003,,,,,,,
7356,2021,,,,,,,
12925,1996,,,,,2001,,
108307,,,,,,,,
108573,,,,,,,,
108586,,,,,,,,
108397,,,,,,,,
108347,,,,,,,,
108380,,,,,,,,
54723,2008,,,2011,,,,
108492,,,,,,,,
68946,2010,,2015,,,,,
113833,1977,,,,,,,
54285,1990,,,,,,,
108295,,,,,,,,
35341,1999,,,,,,,
108499,,,,,,,,
108677,,,,,,,,
108509,,,,,,,,
108310,,,,,,,,
108288,,,,,,,,
71583,2013,,,,,,,
108412,,,,,,,,
108290,,,,,,,,
108414,,,,,,,,
104373,,,2013,2015,,,,
96826,2005,,,,,2011,,
108557,,,,,,,,
108692,,,,,,,,
57204,1977,,,,,,,
108743,,,,,,,,
108221,,,,,,,,
108726,,,,,,,,
22677,1991,,2013,,,,,
108643,,,,,,,,
108200,,,,,,,,
108357,,,,,,,,
108476,,,,,,,,
70815,1999,,,,,,,
108216,,,,,,,,
108503,,,,,,,,
108306,,,,,,,,
87804,1997,,2014,,,,,
108400,,,,,,,,
108285,,,,,,,,
108685,,,,,,,,
3424,2002,,,,,2009,,
108631,,,,,,,,
108241,,,,,,,,
108570,,,,,,,,
108188,,,,,,,,
108706,,,,,,,,
100164,,,2012,,,,,
108613,,,,,,,,
108673,,,,,,,,
108648,,,,,,,,
108418,,,,,,,,
108220,,,,,,,,
64426,1992,,,,,,,
108616,,,,,,,,
108464,,,,,,,,
108365,,,,,,,,
108392,,,,,,,,
55817,1994,,,,,,,
108490,,,,,,,,
53257,2006,,,,,,,
43233,1993,,,,,,,
18638,1981,,,,,,,
108457,,,,,,,,
108448,,,,,,,,
81093,2003,,,,,2008,,
108420,,,,,,,,
108691,,,,,,,,
7610,2007,,2012,,,,,
108150,,,,,,,,
108656,,,,,,,,
108146,,,,,,,,
108171,,,,,,,,
49957,2005,,,,,,2009,
30670,2000,,,,,,,
108330,,,,,,,,
108491,,,,,,,,
29101,,,,,,2007,,
24546,2004,,,,,,,
108259,,,,,,,,
108219,,,,,,,,
108424,,,,,,,,
86373,2008,,,,,,,
4547,1995,,,,,,,
108711,,,,,,,,
108398,,,,,,,,
99857,2003,,,,,,,
1126,2003,,,,,,,
50010,2012,,,2016,,,,
108149,,,,,,,,
108626,,,,,,,,
108669,,,,,,,,
55677,2008,,2009,,,,,
108709,,,,,,,,
61281,1997,,,,,,,
28484,1993,,,,,,,
2092,1981,,,,,,,
30490,2004,,,,,2008,,
109145,,,,,,,,
109329,,,,,,,,
89078,1992,,,,,,,
109157,,,,,,,,
109016,,,,,,,,
37205,1996,,,,,,,
108764,,,,,,,,
108888,,,,,,,,
108798,,,,,,,,
108752,,,,,,,,
108927,,,,,,,,
107891,2012,,,,,,,
109309,,,,,,,,
109134,,,,,,,,
109077,,,,,,,,
107356,2004,,,,,,,
109253,,,,,,,,
108876,,,,,,,,
109337,,,,,,,,
109146,,,,,,,,
108833,,,,,,,,
108822,,,,,,,,
109351,,,,,,,,
98769,1998,,,,,,,
27304,2000,,,,,,,
78405,,,2012,,,,,
35783,2001,,,,,,,
108976,,,,,,,,
28369,2002,,,,,,2010,
109153,,,,,,,,
109028,,,,,,,,
108940,,,,,,,,
108961,,,,,,,,
108955,,,,,,,,
43623,2002,,,,,,,
108773,,,,,,,,
104500,2005,,,,,,,
109164,,,,,,,,
108792,,,,,,,,
109032,,,,,,,,
109133,,,,,,,,
86432,2009,,,,,,,
109176,,,,,,,,
110021,,,,,,1983,,
109002,,,,,,,,
91559,1989,,,,,,,
14642,,,,,,2000,,
111695,2024,,,,,,,
108810,,,,,,,,
102164,2024,,,,,,,
108836,,,,,,,,
94032,2006,,,,,,,
67957,,,,,,1999,,
90315,2006,,,,,,,
108820,,,,,,,,
109174,,,,,,,,
109069,,,,,,,,
104616,1992,,,,,1998,,
56284,2006,,,,,,,
108349,2002,,,,,2009,,
109184,,,,,,,,
92198,2020,,,,,,,
58966,2020,,,,,,,
109083,,,,,,,,
109265,,,,,,,,
109326,,,,,,,,
108801,,,,,,,,
64465,,,2014,,,,,
109086,,,,,,,,
109011,,,,,,,,
108837,,,,,,,,
89422,,,,,,,2015,
109122,,,,,,,,
108890,,,,,,,,
109163,,,,,,,,
108898,,,,,,,,
109227,,,,,,,,
116210,1997,,,,,,,
50205,2008,,,,,2015,,
108865,,,,,,,,
108956,,,,,,,,
109341,,,,,,,,
109015,,,,,,,,
109151,,,,,,,,
109342,,,,,,,,
66470,1995,,,,,,,
109158,,,,,,,,
109008,,,,,,,,
109212,,,,,,,,
108874,,,,,,,,
108915,,,,,,,,
108860,,,,,,,,
108753,,,,,,,,
22047,1986,,,,,,,
70200,2021,,,,,,,
109150,,,,,,,,
108844,,,,,,,,
14409,2004,,,,,,,
39716,2008,,2014,,,,,
65210,2006,,,,,,,
109023,,,,,,,,
109024,,,,,,,,
109364,,,,,,,,
108806,,,,,,,,
65049,2009,,,2014,,,,
106709,2004,,,,,,,
81359,1964,,,,,,,
108975,,,,,,,,
109123,,,,,,,,
32366,2008,,2013,,,,,
109172,,,,,,,,
109304,,,,,,,,
2696,1989,,,,,,,
108840,,,,,,,,
109099,,,,,,,,
109097,,,,,,,,
108993,,,,,,,,
79955,1996,,,,,,,
17773,1987,,,,,2006,,
108900,,,,,,,,
109104,,,,,,,,
50381,2007,,,,,,,
106069,1978,,,,,,,
109068,,,,,,,,
109303,,,,,,,,
109280,,,,,,,,
109179,,,,,,,,
109019,,,,,,,,
109240,,,,,,,,
109295,,,,,,,,
108902,,,,,,,,
22310,2002,,,,,,,
72871,2022,,,,,,,
109294,,,,,,,,
109927,,,,,,,,
109744,,,,,,,,
109901,,,,,,,,
99988,2011,,,,,,,
109855,,,,,,,,
109372,,,,,,,,
109606,,,,,,,,
109848,,,,,,,,
17070,1992,,,,,,,
109416,,,,,,,,
109790,,,,,,,,
109385,,,,,,,,
109487,,,,,,,,
109371,,,,,,,,
109488,,,,,,,,
35765,2009,,,,,2015,,
8465,2003,,,,,2008,,
14601,,,2016,,,,,
109450,,,,,,,,
384,,,,2011,,,,
17355,2016,,,,,,2020,
109513,,,,,,,,
107985,2003,,,,,2008,,
39784,2023,,,,,,,
109840,,,,,,,,
30295,2005,,,,,,,
93768,2025,,,,,,,
109666,,,,,,,,
62989,2011,,,,,,2019,
109571,,,,,,,,
115499,2010,,,,,,,
109843,,,,,,,,
109858,,,,,,,,
109589,,,,,,,,
109436,,,,,,,,
109691,,,,,,,,
109522,,,,,,,,
83145,1993,,,,,,,
109661,,,,,,,,
109808,,,,,,,,
109671,,,,,,,,
109535,,,,,,,,
72994,2001,,,,,,,
89322,2006,,,,,,,
109533,,,,,,,,
109739,,,,,,,,
65420,1995,,,,,2004,,
109670,,,,,,,,
109851,,,,,,,,
109742,,,,,,,,
114033,2007,,,,,,,
109663,,,,,,,,
109415,,,,,,,,
32884,2012,,,,,,,
55658,2006,,,,,2007,,
109656,,,,,,,,
109438,,,,,,,,
109863,,,,,,,,
109437,,,,,,,,
82118,2023,,,,,,,
109769,,,,,,,,
25880,2009,,,,,,,
109876,,,,,,,,
113551,2000,,,,,,,
109801,,,,,,,,
109724,,,,,,,,
109417,,,,,,,,
22998,1973,,,,,,,
105780,1990,,,,,,,
75645,2007,,,,,,,
51233,2016,,,,,,,
109483,,,,,,,,
106000,2018,,,,,,,
109872,,,,,,,,
109510,,,,,,,,
109536,,,,,,,,
109697,,,,,,,,
109614,,,,,,,,
109700,,,,,,,,
13333,2008,,,,,,2012,
109555,,,,,,,,
109650,,,,,,,,
109916,,,,,,,,
109530,,,,,,,,
118562,2013,,,,,,,
109877,,,,,,,,
109622,,,,,,,,
28700,2004,,,,,,,
109921,,,,,,,,
109879,,,,,,,,
109907,,,,,,,,
67217,2016,,,,,,,
98087,1996,,,,,,,
109648,,,,,,,,
43286,2001,,,,,,,
109795,,,,,,,,
6981,1975,,,,,,,
109403,,,,,,,,
8223,1984,,,,,,,
109676,,,,,,,,
109603,,,,,,,,
76695,1995,,,,,,,
81661,,,,,,,1984,
109548,,,,,,,,
109582,,,,,,,,
109426,,,,,,,,
56406,,,,2020,,,,
109431,,,,,,,,
109453,,,,,,,,
109887,,,,,,,,
61442,2000,,,,,,,
109733,,,,,,,,
27824,2023,,,,,,,
109868,,,,,,,,
109854,,,,,,,,
15493,1991,,,,,,,
109701,,,,,,,,
109778,,,,,,,,
109566,,,,,,,,
109543,,,,,,,,
97174,2015,,,,,,,
109579,,,,,,,,
109849,,,,,,,,
109640,,,,,,,,
109791,,,,,,,,
99530,1990,,,,,,,
109922,,,,,,,,
110191,,,,,,,,
91952,2002,,,,,,,
87557,2006,,,,,,,
110225,,,,,,,,
56528,1999,,,,,2012,,
110461,,,,,,,,
76494,1972,,,,,,,
94722,2007,,,,,,,
110353,,,,,,,,
109933,,,,,,,,
55490,,,2012,,,2007,,
109990,,,,,,,,
110160,,,,,,,,
110367,,,,,,,,
110061,,,,,,,,
110227,,,,,,,,
92932,1986,,,,,,,
110157,,,,,,,,
96321,1993,,,,,,,
29675,2007,,2013,,,,,
70181,,2025,,,,,,
110329,,,,,,,,
110019,,,,,,,,
70836,2003,,,,,2012,,
110403,,,,,,,,
97427,1993,,,,,,,
110073,,,,,,,,
78385,2001,,,,,,,
109943,,,,,,,,
109969,,,,,,,,
99978,2006,,,,,,,
109971,,,,,,,,
38507,,,,,,,,1941
60654,,,,,,,2015,
110033,,,,,,,,
110002,,,,,,,,
24421,2011,,,,,,,
110035,,,,,,,,
110241,,,,,,,,
109967,,,,,,,,
109965,,,,,,,,
85586,2007,,,,,,,
7770,1995,,,2000,,,,
110361,,,,,,,,
110496,,,,,,,,
110255,,,,,,,,
46923,2024,,,,,,,
110098,,,,,,,,
110042,,,,,,,,
41668,2018,,,,,,,
71005,2000,,,,,,,
83228,1998,,,,,2008,,
110493,,,,,,,,
110409,,,,,,,,
110280,,,,,,,,
110152,,,,,,,,
110071,,,,,,,,
110138,,,,,,,,
10434,1995,,,,,,,
50932,2010,,,,,,,
110082,,,,,,,,
110354,,,,,,,,
77164,2004,,,,,,,
109486,2012,,,,,,,
110472,,,,,,,,
109973,,,,,,,,
49355,2004,,,,,,,
110039,,,,,,,,
109982,,,,,,,,
110415,,,,,,,,
12042,2020,,,,,,,
38988,1972,,,,,,,
110036,,,,,,,,
117523,1998,,,,,2003,,
110324,,,,,,,,
110509,,,,,,,,
110330,,,,,,,,
110300,,,,,,,,
83192,1986,,,,,,,
110012,,,,,,,,
83056,2003,,,,,,,
110161,,,,,,,,
53665,2010,,,2016,,,,
109979,,,,,,,,
17297,2003,2009,,,,,,
110001,,,,,,,,
110288,,,,,,,,
110050,,,,,,,,
109985,,,,,,,,
116162,1990,,,,,,,
769,2024,,,,,,,
119026,2006,,,,,,,
110056,,,,,,,,
83632,2001,,,,,,,
110269,,,,,,,,
22212,2002,,,,,,,
110500,,,,,,,,
91490,2000,,,,,,,
110349,,,,,,,,
110352,,,,,,,,
110412,,,,,,,,
110465,,,,,,,,
87778,1989,,,,,1994,,
23138,2008,,,,,,,
110256,,,,,,,,
94339,2003,,,2008,,,,
109992,,,,,,,,
110231,,,,,,,,
110405,,,,,,,,
38355,2003,,,,,,,
110104,,,,,,,,
23950,1996,,,,,,,
106654,1992,,,,,,,
110456,,,,,,,,
110257,,,,,,,,
81174,2009,,,,,,,
110208,,,,,,,,
110247,,,,,,,,
110344,,,,,,,,
110065,,,,,,,,
110459,,,,,,,,
110375,,,,,,,,
794,2001,,,,,,,
110304,,,,,,,,
110195,,,,,,,,
109947,,,,,,,,
109998,,,,,,,,
65231,1992,,,,,,,
110444,,,,,,,,
111073,,,,,,2010,,
114642,2013,,,,,,,
28713,1989,,,,,,,
110364,,,,,,,,
24949,1996,,,,,,,
110486,,,,,,,,
110323,,,,,,,,
110192,,,,,,,,
110153,,,,,,,,
110485,,,,,,,,
110193,,,,,,,,
50873,1984,,,,,,,
110003,,,,,,,,
19649,2000,,,,,,,
82069,2013,,,,,,,
116086,1999,,,,,,,
111128,,,,,,,,
110885,,,,,,,,
110856,,,,,,,,
110920,,,,,,,,
30245,1972,,,,,,,
79023,1995,,,,,,,
110728,,,,,,,,
110723,,,,,,,,
110876,,,,,,,,
110871,,,,,,,,
72361,1969,,,,,,,
110768,,,,,,,,
68327,2007,,,,,,,
110753,,,,,,,,
111125,,,,,,,,
110709,,,,,,,,
110610,,,,,,,,
110773,,,,,,,,
110652,,,,,,,,
110826,,,,,,,,
9247,1971,,,,,,,
35095,,,2014,,,,,
111107,,,,,,,,
75307,2008,,2013,,,,,
110659,,,,,,,,
110460,2002,,,,,,,
110674,,,,,,,,
110989,,,,,,,,
66101,2001,,,,,2006,,
14847,,,,,,2007,,
6072,2010,,2013,2017,,,,
110769,,,,,,,,
37566,2016,,,,,,,
118784,2013,,,,,,,
85568,1976,,,,,,,
111135,,,,,,,,
110640,,,,,,,,
110602,,,,,,,,
110716,,,,,,,,
48238,1995,,,,,,,2006
110611,,,,,,,,
110599,,,,,,,,
110795,,,,,,,,
110847,,,,,,,,
111153,,,,,,,,
110915,,,,,,,,
110953,,,,,,,,
110786,,,,,,,,
110632,,,,,,,,
110131,2000,,,,,,,
111118,,,,,,,,
110673,1984,,,,,,,
110651,,,,,,,,
111137,,,,,,,,
110792,,,,,,,,
110545,,,,,,,,
110895,,,,,,,,
71475,1993,,,,,,,
55036,1985,,,,,,,
110737,,,,,,,,
110963,,,,,,,,
110702,,,,,,,,
110972,,,,,,,,
110921,,,,,,,,
111161,,,,,,,,
110865,,,,,,,,
111075,,,,,,,,
96528,2011,,,,,,,
76501,,,,,,2011,,2017
110902,,,,,,,,
111012,,,,,,,,
117044,2014,,,,,,,
110892,,,,,,,,
111119,,,,,,,,
110617,,,,,,,,
110970,,,,,,,,
110931,,,,,,,,
42605,2021,,,,,,,
111129,,,,,,,,
6931,1967,,,,,,,
110681,,,,,,,,
110615,,,,,,,,
110785,,,,,,,,
111028,,,,,,,,
110805,,,,,,,,
111110,,,,,,,,
110936,,,,,,,,
111067,,,,,,,,
110869,,,,,,,,
110697,,,,,,,,
110690,,,,,,,,
110873,,,,,,,,
110942,,,,,,,,
110930,,,,,,,,
110562,,,,,,,,
75854,1998,,,,,,,
76015,2012,,,,,,2017,
46566,2002,,,,,,,
6360,1973,,,,,,,
110778,,,,,,,,
111087,,,,,,,,
75525,2008,,,,,2012,,
14106,1999,,,,,,,
111083,,,,,,,,
110854,,,,,,,,
110800,,,,,,,,
76756,2008,,,,,,,
19322,1983,,,,,,,
55837,1994,,,,,,,
98864,2011,,,,,,,
110536,,,,,,,,
110965,,,,,,,,
111055,,,,,,,,
110775,,,,,,,,
110827,,,,,,,,
110855,,,,,,,,
40325,1999,,,,,,,
44427,2014,,,,,,,
76422,1993,,,,,,,
110819,,,,,,,,
110858,,,,,,,,
110893,,,,,,,,
110912,,,,,,,,
110733,,,,,,,,
111071,,,,,,,,
111150,,,,,,,,
78360,2005,,,,,,,
82801,,,,,,,,1988
110906,,,,,,,,
110937,,,,,,,,
110838,,,,,,,,
110718,,,,,,,,
44595,2000,,,,,2008,,
110608,,,,,,,,
110609,,,,,,,,
110650,,,,,,,,
110550,,,,,,,,
111041,,,,,,,,
57357,2003,,,,,,,
110810,,,,,,,,
1322,2008,,2013,,,,,
12947,,,,,,2003,,
110990,,,,,,,,
110534,,,,,,,,
115194,2013,,,,,,,
110626,,,,,,,,
70115,2005,,,,,,,
27637,,,,,,,2009,
49374,1999,,,,,,,
110853,,,,,,,,
37412,2002,,,,,2012,,
110631,,,,,,,,
46386,1981,,,,,,,
110957,,,,,,,,
35971,2003,,,,,,,
66513,2010,,2013,,,,,
111114,,,,,,,,
99586,2000,,,,,,,
110949,,,,,,,,
110925,,,,,,,,
111102,,,,,,,,
57312,2000,,,,,2006,,
111121,,,,,,,,
40941,2003,,,,,,,
111260,,,,,,,,
95732,2003,,,,,,,
111486,,,,,,,,
111433,,,,,,,,
54922,1982,,,,,1987,,
109154,2000,,,,,,,
114897,2009,,,,,,,
111631,,,,,,,,
111601,,,,,,,,
111575,,,,,,,,
111733,,,,,,,,
111326,,,,,,,,
111706,,,,,,,,
111269,,,,,,,,
111355,,,,,,,,
111421,,,,,,,,
111580,,,,,,,,
111639,,,,,,,,
111200,,,,,,,,
111785,,,,,,,,
82128,1979,,,,,1983,,
111350,2000,,,,,2008,,
111252,,,,,,,,
111617,,,,,,,,
89567,2007,,,,,,,
111801,,,,,,,,
111771,,,,,,,,
111596,,,,,,,,
111689,,,,,,,,
111352,,,,,,,,
111782,,,,,,,,
111658,,,,,,,,
77032,1994,,,,,2000,,
55460,2007,,2012,,,,,
34396,1998,,,,,,,
111705,,,,,,,,
111798,,,,,,,,
14881,1985,,,,,,2016,
111439,,,,,,,,
86317,2007,,,,2015,,,
111376,,,,,,,,
111446,,,,,,,,
77579,1985,,,,,,,
111411,,,,,,,,
8763,2003,,,,,2013,,
111598,,,,,,,,
95655,2003,,,,,,,
111261,,,,,,,,
111294,,,,,,,,
68027,1976,,,,,,,
111786,,,,,,,,
111608,,,,,,,,
111275,,,,,,,,
71804,1991,,,,,,,
111264,,,,,,,,
111546,,,,,,,,
110742,1999,,,,,,,
111525,,,,,,,,
111431,,,,,,,,
111340,,,,,,,,
111662,,,,,,,,
111620,,,,,,,,
111258,,,,,,,,
111619,,,,,,,,
111711,,,,,,,,
111541,,,,,,,,
10716,2014,,,,,,,
111548,,,,,,,,
38640,2017,,,,,,,
72545,1989,,,,,1994,,
111370,,,,,,,,
111693,,,,,,,,
78361,2003,,,,,,,
111241,,,,,,,,
111529,,,,,,,,
111638,,,,,,,,
111323,,,,,,,,
111249,,,,,,,,
111714,,,,,,,,
111612,,,,,,,,
111719,,,,,,,,
111268,,,,,,,,
111485,,,,,,,,
111694,,,,,,,,
111757,,,,,,,,
111595,,,,,,,,
111665,,,,,,,,
117994,2007,,,,,,,
111491,,,,,,,,
111627,,,,,,,,
111610,,,,,,,,
61253,2002,,,,,,,
111398,,,,,,,,
111549,,,,,,,,
111284,,,,,,,,
111791,,,,,,,,
111646,,,,,,,,
111424,,,,,,,,
111523,,,,,,,,
111574,,,,,,,,
28278,2000,,,,,,,
111544,,,,,,,,
111737,,,,,,,,
111686,,,,,,,,
111451,,,,,,,,
111286,,,,,,,,
111536,,,,,,,,
111440,,,,,,,,
20988,2003,,,,,2008,,
111409,,,,,,,,
100710,2002,,,,,2010,,
111243,,,,,,,,
111550,,,,,,,,
29417,2011,,,,,,,
111375,,,,,,,,
47317,2017,,,2024,,,,
111481,,,,,,,,
111709,,,,,,,,
111652,,,,,,,,
74659,2005,,,,,,,
49789,1994,,,,,1999,,
116663,2006,,,,2021,,2015,
46703,2001,,,,,,,
30648,2000,,,,,,,
100884,1995,,,,,,,
111511,,,,,,,,
59002,2002,,,,,,,
34300,2006,,,,,,,
111586,,,,,,,,
111510,,,,,,,,
111330,,,,,,,,
111227,,,,,,,,
111531,,,,,,,,
111747,,,,,,,,
111795,,,,,,,,
111784,,,,,,,,
105949,,,2012,,,,,
111499,,,,,,,,
111413,,,,,,,,
69983,,,,,,,,1998
111508,,,,,,,,
111360,,,,,,,,
111328,,,,,,,,
111515,,,,,,,,
111348,2013,,,,,,,
111456,,,,,,,,
112255,,,,,,,,
35585,2009,,2014,,,,,
112133,,,,,,,,
112136,,,,,,,,
111812,,,,,,,,
52413,1984,,,,,,,
112331,,,,,,,,
24856,2003,,,,,,,
112350,,,,,,,,
111895,,,,,,,,
112194,,,,,,,,
112240,,,,,,,,
112039,,,,,,,,
112259,,,,,,,,
111903,,,,,,,,
112141,,,,,,,,
112238,,,,,,,,
82459,1983,,,,,,,
112030,,,,,,,,
112321,,,,,,,,
63422,2003,,,,,2008,,
93441,2010,,,2019,,,,
112296,,,,,,,,
55937,2005,,,,,,,
112118,,,,,,,,
112116,,,,,,,,
112126,,,,,,,,
112163,,,,,,,,
71337,2012,,,,,,,
112157,,,,,,,,
112375,,,,,,,,
112305,,,,,,,,
50652,2011,,,2018,,,,
112210,,,,,,,,
59636,1993,,,,,,,
112374,,,,,,,,
112228,,,,,,,,
112035,,,,,,,,
42520,2002,,,,,,,
111839,,,,,,,,
34082,1998,,,,,,,
95334,,,,,,,,2010
26156,2002,,,,,,,
112269,,,,,,,,
111965,,,,,,,,
