uid,age,registered_year
69454,41,2013
90513,28,2010
46246,24,2010
113992,39,2008
5861,17,2019
32935,36,2016
7075,51,2013
108053,55,2013
88085,33,2010
34190,51,2013
7077,21,2011
71785,30,2010
85075,16,2019
65847,53,2017
82616,19,2015
117598,52,2012
109257,47,2010
101362,35,2013
53265,26,2019
67018,52,2012
58674,17,2017
8904,47,2021
70040,30,2013
78355,21,2016
77754,24,2011
67612,31,2008
89900,49,2013
75965,35,2010
20268,35,2012
86301,16,2019
28717,24,2011
97210,20,2013
61056,30,2008
77755,51,2014
19675,38,2009
2306,45,2016
98396,37,2012
71222,30,2010
88087,38,2010
78996,35,2010
5260,58,2012
92327,42,2014
43724,38,2009
95970,51,2019
7078,22,2021
56243,51,2021
93577,59,2010
75335,21,2020
89280,15,2015
5862,36,2008
52665,43,2015
50955,27,2010
46247,31,2008
78997,26,2010
100759,32,2019
30450,59,2010
4653,14,2019
105025,55,2012
89901,43,2009
119377,46,2014
90514,36,2011
106217,39,2014
75966,44,2014
31059,42,2019
29280,34,2010
91726,51,2013
1708,37,2012
115153,85,2013
72972,33,2010
118162,19,2014
100121,43,2020
109260,30,2007
92328,36,2020
22176,33,2011
97211,14,2021
28720,29,2020
49203,26,2012
50412,41,2020
52106,21,2012
49204,24,2013
86303,32,2020
28721,59,2017
13069,65,2020
2308,30,2009
2309,15,2020
91106,14,2014
68206,43,2014
94199,63,2020
71786,22,2016
106802,51,2012
40156,50,2010
22178,31,2009
26340,37,2018
33566,25,2013
34788,62,2011
55639,18,2012
78356,43,2010
26341,50,2015
119379,46,2013
41979,36,2012
119380,18,2020
35971,35,2007
99547,39,2012
58677,19,2011
45626,23,2015
45627,26,2020
11299,26,2018
23394,24,2008
41366,20,2011
109848,23,2013
85080,15,2016
15491,52,2011
9512,35,2007
108055,15,2019
26935,30,2010
105622,31,2019
1069,22,2015
63505,24,2011
18478,36,2010
72375,35,2013
56871,17,2017
2916,33,2009
56246,42,2020
26936,35,2013
10709,39,2018
33569,18,2014
31060,35,2014
38318,51,2013
119381,37,2009
33570,56,2014
37132,28,2010
21557,34,2020
62295,19,2017
109849,17,2019
17861,40,2012
5262,35,2014
3498,40,2015
17234,33,2015
77157,27,2012
100122,39,2009
50415,31,2015
17235,39,2020
104412,39,2014
16663,42,2019
46249,35,2012
16068,28,2020
14256,15,2020
23395,46,2021
68207,55,2010
5865,24,2012
95971,30,2012
75968,16,2019
79594,44,2015
31708,54,2011
114570,25,2012
79595,48,2009
55038,37,2014
8295,72,2016
88091,42,2009
118783,61,2013
105027,40,2009
45629,44,2014
118784,26,2011
75337,44,2018
17236,19,2014
78999,26,2013
35974,26,2013
32338,60,2012
37729,35,2010
115765,30,2016
13672,33,2018
116985,15,2013
97803,36,2008
16665,21,2019
60475,38,2011
65251,21,2012
61058,36,2016
103170,33,2014
75339,39,2010
49205,25,2010
77758,18,2019
100763,37,2011
25178,39,2010
41982,76,2013
37730,30,2016
68827,41,2017
5264,32,2018
20270,22,2017
83843,19,2015
97216,16,2020
40726,34,2010
2311,21,2016
40727,27,2020
16069,41,2009
83844,23,2017
86306,47,2017
5265,19,2014
25771,15,2011
89281,46,2011
92937,21,2011
77759,46,2012
16070,34,2016
86307,63,2008
75340,33,2011
20271,35,2008
53898,18,2014
83248,35,2008
41983,47,2013
32339,17,2015
35390,14,2021
91110,30,2013
59261,32,2014
119383,36,2009
79596,29,2008
16073,38,2011
86308,17,2009
77160,37,2008
77760,33,2010
112300,49,2015
106805,27,2011
72377,70,2017
114572,27,2014
111719,46,2016
114573,60,2013
51527,28,2010
37732,61,2008
4063,54,2018
41984,34,2012
115767,42,2009
27561,34,2010
75342,42,2018
68828,24,2011
8909,35,2010
47421,29,2020
86309,47,2020
85697,23,2010
99548,22,2020
4655,15,2016
108656,34,2020
68829,33,2012
82620,30,2012
55040,38,2016
31063,40,2018
60477,28,2013
117602,31,2020
59900,16,2014
481,16,2014
90519,37,2009
80213,45,2015
107431,32,2018
44985,48,2020
20947,64,2019
108059,34,2010
20948,49,2012
77763,37,2009
58682,51,2014
11303,38,2012
98954,38,2016
51529,41,2019
67023,37,2019
57451,37,2016
25773,25,2013
26940,51,2019
116387,22,2018
8297,37,2013
113446,33,2010
82623,58,2010
74190,27,2013
86311,30,2010
9514,51,2014
109851,42,2020
70641,42,2017
77161,15,2013
73592,29,2010
103172,18,2014
38322,19,2019
82624,31,2009
88721,14,2021
14259,25,2011
103173,33,2013
19681,26,2010
41985,40,2007
83845,32,2009
20949,21,2017
78358,41,2012
15493,47,2015
58683,52,2013
80215,36,2011
75343,39,2010
62890,29,2016
33571,25,2010
70049,24,2016
12496,35,2015
12498,34,2016
38323,38,2009
82625,20,2014
57453,17,2015
115770,22,2013
89906,26,2015
74191,46,2018
28164,32,2011
62891,30,2009
97806,18,2019
95405,24,2018
7672,32,2018
48024,42,2011
58065,29,2021
37734,37,2017
25776,51,2012
20950,62,2011
56253,23,2011
76546,41,2020
41987,59,2010
119386,33,2010
8912,51,2009
85701,31,2008
37735,22,2013
62298,20,2016
34193,46,2010
98401,28,2010
88095,24,2009
26343,14,2017
4065,53,2012
55043,20,2015
114577,44,2013
48612,24,2010
23399,23,2011
83250,29,2008
117605,45,2011
20951,30,2020
16078,41,2019
37139,38,2008
14894,16,2019
37737,23,2014
71788,22,2020
32938,17,2021
41988,74,2019
4660,22,2012
22779,37,2010
2316,15,2017
16668,46,2009
115772,45,2019
27563,22,2018
11309,18,2017
51532,28,2011
60482,64,2014
11310,47,2020
40732,17,2017
11311,37,2013
112301,15,2012
41372,33,2021
75345,22,2017
485,39,2013
9516,36,2009
28727,29,2011
99550,28,2010
72382,17,2019
100125,73,2013
50417,15,2018
78360,33,2011
92331,36,2016
106808,17,2019
22781,26,2017
35979,34,2009
7082,33,2009
52671,51,2011
69461,40,2015
71790,44,2015
19682,61,2010
77164,35,2010
60483,35,2010
75346,25,2018
11312,25,2016
6466,38,2010
109854,34,2012
35981,36,2010
62892,31,2008
101980,39,2010
108063,32,2010
2921,33,2011
65853,18,2013
64662,42,2011
40734,60,2019
486,24,2010
23970,39,2014
14261,36,2021
58068,18,2021
101981,28,2017
45640,61,2011
8301,33,2020
10097,30,2015
72977,62,2013
64664,46,2014
59269,30,2009
10716,28,2008
62303,48,2014
71792,20,2013
68210,38,2013
28732,34,2009
77166,30,2009
89286,44,2020
40735,64,2012
97223,37,2009
113448,44,2014
4661,18,2016
70645,24,2010
88099,40,2009
20274,45,2016
40161,23,2012
8302,15,2020
45641,41,2018
67617,37,2009
78361,35,2016
10718,46,2011
79600,58,2014
6468,15,2019
41375,18,2015
109855,33,2010
106223,20,2012
94204,53,2018
69463,17,2020
14898,52,2011
29288,39,2014
103797,36,2009
34194,24,2021
75348,18,2016
109263,50,2012
88100,36,2009
71232,33,2010
2922,32,2012
34195,47,2017
85704,17,2017
44989,67,2009
95977,16,2016
83851,26,2015
117607,39,2010
86890,60,2021
116393,35,2020
98405,29,2008
55047,59,2010
119974,17,2015
6469,52,2014
98406,66,2012
117608,18,2016
118789,58,2012
118166,35,2014
104420,34,2010
96572,29,2011
48613,20,2012
74770,44,2020
6470,60,2011
70051,33,2018
70646,35,2008
78362,69,2015
98955,24,2016
106811,42,2011
47427,15,2017
64084,35,2011
18482,27,2016
82628,36,2011
43156,32,2008
31071,17,2021
67028,32,2009
86891,29,2017
25181,42,2010
56879,70,2016
106812,21,2018
52675,35,2009
46255,44,2009
84438,30,2010
40736,52,2012
17865,47,2016
91737,18,2016
109265,43,2012
106813,29,2013
61065,37,2012
16080,16,2021
4664,19,2021
113449,19,2013
81392,36,2010
22184,41,2011
5270,33,2009
23403,25,2021
44991,22,2012
44337,17,2018
119387,73,2017
47428,41,2020
42565,21,2014
103177,24,2012
42566,38,2018
52110,33,2016
82005,43,2009
92334,33,2008
64667,24,2019
74194,44,2009
85092,53,2011
95406,35,2010
35396,30,2017
21569,40,2012
1080,20,2012
114003,59,2018
94813,46,2010
101985,61,2017
52111,46,2010
101373,64,2011
118792,26,2019
58069,60,2015
87488,55,2009
93584,19,2014
36551,33,2009
112903,45,2019
29289,33,2016
19083,41,2020
74771,37,2020
111067,42,2009
90523,39,2012
19084,50,2019
17239,33,2011
18485,44,2009
112303,15,2018
60484,25,2011
64668,38,2012
99553,21,2013
102630,26,2011
62897,24,2010
14901,37,2015
83255,48,2009
70052,35,2019
57457,33,2008
11317,16,2019
26347,33,2012
113450,21,2020
59903,37,2016
62306,19,2012
96575,45,2018
118794,38,2018
114582,40,2021
57458,33,2010
16082,38,2016
96576,31,2009
62307,34,2019
54471,45,2014
28171,44,2014
43158,41,2009
78364,33,2010
106815,36,2010
8916,22,2020
71233,37,2012
50964,40,2008
65856,53,2017
25782,33,2016
103179,17,2018
32345,40,2008
47431,38,2010
47432,24,2011
50965,53,2020
88101,24,2011
7677,21,2011
28172,30,2011
50966,50,2012
115158,44,2011
34196,24,2011
84442,55,2014
105632,42,2015
51536,64,2013
72984,75,2021
97810,30,2010
64086,38,2019
66424,39,2010
103800,34,2014
44992,23,2018
76553,24,2011
66425,41,2015
53279,34,2018
9520,21,2017
36554,39,2009
97227,72,2014
59904,25,2012
36555,23,2018
114004,37,2008
112305,16,2015
115777,74,2010
12504,33,2017
19085,74,2017
53902,76,2014
58070,14,2009
26348,53,2020
13678,22,2018
61066,43,2010
43739,34,2010
87489,16,2020
7086,39,2012
49828,49,2016
56880,45,2012
2321,21,2014
39549,33,2016
53903,34,2009
5873,30,2010
60488,19,2013
111069,59,2014
30461,47,2019
88103,46,2012
41378,30,2008
74772,24,2014
8304,17,2013
89290,29,2013
75351,33,2013
30463,54,2011
26349,49,2009
7087,49,2008
118170,39,2016
55646,19,2015
10100,35,2008
114583,45,2019
61716,29,2011
75353,14,2009
100133,42,2015
74198,18,2019
28177,35,2013
31073,43,2008
112905,35,2021
111071,29,2019
119388,50,2020
82009,45,2016
59275,45,2016
58072,27,2014
64087,38,2016
52113,31,2010
17242,18,2018
14903,16,2019
12507,30,2010
84444,40,2011
6473,30,2008
98411,43,2010
27568,55,2018
68835,35,2009
88726,15,2021
22787,34,2018
82010,33,2014
39550,42,2017
41992,78,2020
17867,30,2017
86893,51,2010
96579,31,2012
22788,36,2018
100773,51,2011
47434,25,2013
73598,27,2008
19685,33,2012
118797,36,2010
39551,20,2012
57460,33,2015
11891,38,2014
60489,54,2011
43159,46,2016
94208,26,2020
28734,53,2012
38924,35,2010
65857,39,2016
14905,37,2015
75979,25,2011
7090,30,2016
98958,51,2020
68836,34,2013
72988,48,2018
109858,25,2010
108066,33,2014
26350,51,2009
34199,17,2020
45645,34,2008
65859,30,2021
14266,18,2013
74199,31,2009
34200,18,2011
31714,38,2011
34201,50,2017
109859,20,2015
46853,63,2012
55649,57,2014
11893,55,2014
41993,22,2021
66427,49,2015
52116,32,2010
71800,65,2013
58075,21,2018
28179,27,2016
17245,25,2012
12508,71,2012
105636,29,2009
31715,23,2012
8917,26,2019
113453,21,2011
7092,52,2010
3505,22,2013
31074,33,2007
17246,37,2011
118172,33,2016
75357,49,2014
7680,41,2021
43160,48,2013
79006,41,2021
67622,33,2018
51540,29,2010
118173,30,2010
67030,20,2012
78369,62,2010
82012,38,2013
117611,23,2012
106230,39,2011
1083,35,2011
49829,15,2016
43161,46,2021
92336,29,2009
78370,18,2018
35985,20,2015
50420,27,2014
48619,59,2015
94210,31,2009
102633,19,2017
71801,24,2015
4669,49,2017
92337,29,2019
29296,36,2015
83856,17,2017
16085,33,2009
103181,40,2009
44997,32,2008
68837,23,2012
29297,43,2012
14267,14,2020
24588,42,2010
80813,45,2012
50972,23,2011
115778,30,2019
114586,20,2012
52677,39,2010
13077,25,2013
113455,34,2010
72990,21,2016
10728,44,2014
101376,44,2020
59910,48,2020
118798,18,2021
95985,66,2012
93590,20,2020
119390,32,2013
56882,17,2018
92944,19,2016
60492,38,2020
64672,40,2009
50974,51,2018
88106,51,2021
107437,36,2016
17248,36,2021
2323,38,2018
37148,45,2008
5879,44,2017
100774,40,2011
49215,20,2014
116399,27,2009
96583,18,2016
65861,51,2019
52678,41,2009
111073,36,2007
79603,34,2010
98960,44,2018
75359,20,2017
97814,33,2010
11323,48,2015
87494,32,2008
74775,71,2010
100775,32,2010
38334,71,2011
30464,33,2013
66431,19,2013
118799,41,2020
38335,21,2013
78371,27,2016
77173,43,2016
66432,65,2014
109863,16,2018
101379,19,2015
72391,68,2010
42568,64,2017
22188,37,2010
118800,18,2014
24589,56,2013
18490,18,2016
40740,67,2015
58690,34,2011
44999,35,2008
64089,51,2012
74200,66,2011
90530,41,2013
19092,29,2010
20963,52,2018
38337,29,2009
61072,35,2014
32351,20,2019
109277,46,2013
79605,52,2017
30467,34,2010
37149,46,2011
40741,51,2019
23408,38,2011
119982,35,2011
96586,36,2021
21574,18,2020
66435,23,2011
1086,33,2009
114006,22,2019
101380,29,2015
70653,19,2014
111074,41,2010
34808,44,2012
10730,35,2014
71804,46,2009
94821,28,2014
28737,42,2016
65261,32,2010
23410,76,2020
61718,45,2014
66436,50,2011
102635,16,2018
36558,26,2019
13680,42,2011
83259,32,2012
48032,36,2009
111727,36,2008
71805,41,2017
92339,26,2014
31077,23,2010
19687,39,2013
34210,42,2009
53287,40,2011
59914,33,2012
112909,34,2011
55652,22,2020
4670,30,2008
82636,59,2017
1087,58,2019
16677,34,2011
16678,44,2014
2324,14,2008
23980,20,2013
46858,15,2019
105038,28,2010
10105,21,2018
77769,28,2011
70061,38,2009
3509,18,2015
35989,61,2016
100778,53,2018
41383,66,2015
98417,34,2009
105039,23,2017
2930,21,2016
100779,41,2017
110438,48,2011
15505,55,2018
36561,36,2008
118178,36,2018
29858,52,2020
114007,47,2016
12511,24,2011
38339,52,2010
103184,15,2020
64091,59,2015
88112,38,2014
104424,19,2012
86317,31,2011
100780,44,2013
91124,33,2010
56886,21,2021
50979,42,2016
81397,23,2010
6480,36,2021
2931,50,2016
67627,18,2017
46260,29,2009
118181,67,2015
91125,29,2015
28741,58,2020
112310,31,2010
72392,48,2012
43163,41,2012
37151,35,2016
72393,23,2011
97817,39,2021
109280,45,2018
83860,46,2017
100140,48,2010
2327,21,2018
67032,27,2010
115782,44,2014
93599,38,2016
83861,38,2010
100141,17,2016
53908,31,2009
43742,36,2010
80819,47,2015
68841,40,2017
96588,75,2013
24595,44,2010
73607,40,2017
66438,37,2008
58691,30,2008
74777,15,2012
83263,64,2019
26356,49,2008
75362,46,2010
62901,29,2015
15509,15,2012
34809,39,2008
67629,15,2015
62902,62,2013
29298,21,2016
46861,59,2015
19688,31,2009
118805,34,2021
18492,19,2016
5283,64,2014
118806,48,2020
16093,32,2009
107443,51,2015
41386,66,2018
14909,22,2011
32356,33,2008
79612,21,2018
99558,28,2008
118183,35,2010
89295,42,2015
100142,23,2010
42572,21,2020
100783,21,2020
68842,41,2010
25186,21,2019
44350,62,2013
119396,29,2009
26357,35,2010
29860,38,2013
8923,18,2010
28742,33,2010
39554,18,2017
67630,22,2013
77177,54,2017
48034,30,2008
55051,43,2018
115167,41,2011
55052,36,2021
86319,21,2014
99560,18,2018
73609,44,2012
96591,30,2013
105041,19,2017
108077,38,2008
74779,74,2013
25788,28,2008
46261,23,2019
53292,18,2016
100145,26,2010
496,40,2010
79613,24,2015
74780,17,2015
62316,19,2018
106235,36,2010
107445,41,2016
83863,19,2011
8312,18,2015
45648,17,2018
109868,34,2012
27572,44,2012
85101,15,2017
31721,36,2010
118184,39,2011
32951,72,2008
36564,19,2017
62317,49,2014
104429,21,2021
65263,22,2012
45649,25,2010
28181,42,2016
108078,40,2018
44351,40,2012
33583,46,2009
43165,25,2015
75364,29,2014
96593,19,2013
35995,55,2013
20284,50,2012
97818,60,2020
100784,46,2014
72994,45,2015
13683,61,2018
37153,21,2018
68843,23,2011
5883,63,2016
85102,29,2008
106236,41,2012
45651,34,2009
76565,34,2013
94215,45,2010
106237,17,2015
29300,15,2020
99563,32,2008
19690,34,2015
25189,47,2018
97233,34,2016
8925,59,2019
18495,41,2010
58081,31,2015
35405,26,2010
105639,40,2015
22194,35,2009
21576,26,2011
74782,44,2019
18496,28,2012
109286,80,2013
45008,57,2018
76566,27,2009
28744,48,2015
55053,33,2020
46262,33,2012
34214,64,2017
82026,24,2010
14277,21,2017
61720,33,2020
100146,33,2009
56889,41,2008
89922,30,2010
5285,22,2020
34811,24,2012
96595,21,2010
3513,35,2012
105641,18,2013
60499,33,2009
108081,15,2018
63526,23,2011
19691,64,2010
88735,61,2018
25191,33,2010
56266,36,2019
40745,37,2009
17879,45,2014
55656,21,2013
37155,40,2010
36567,48,2012
106238,43,2020
19095,23,2012
56267,15,2016
94826,55,2013
95417,35,2018
27574,33,2010
111075,25,2011
102637,18,2015
11902,66,2012
25192,32,2010
56268,46,2019
20286,50,2018
32359,33,2019
106239,46,2008
110444,35,2020
38934,27,2013
13080,34,2007
100787,38,2013
31723,16,2020
19096,29,2019
75366,52,2012
90535,63,2018
25791,33,2012
109288,33,2009
62904,27,2012
90536,40,2013
55056,39,2012
101384,29,2010
74783,79,2015
5289,69,2016
94828,33,2010
23412,24,2010
35998,44,2012
25792,17,2010
42004,20,2015
58082,37,2016
20966,27,2019
29303,36,2009
24601,15,2010
59918,34,2008
12516,36,2017
97236,30,2008
44353,58,2020
114015,39,2007
8926,62,2012
40748,69,2016
47440,40,2010
77776,21,2011
86903,53,2011
62318,44,2018
38346,15,2020
75367,20,2018
33587,28,2009
23982,17,2015
1094,18,2020
68846,22,2013
41389,16,2019
59286,21,2012
93605,63,2014
75983,22,2016
11333,18,2016
116997,40,2011
55658,32,2009
94218,36,2015
118813,30,2020
28745,40,2008
52685,38,2010
70661,38,2010
59287,42,2010
118814,40,2010
25193,18,2014
36571,51,2011
24602,50,2018
28746,37,2012
25194,64,2017
35406,51,2017
56891,41,2011
98424,31,2012
86905,34,2015
5886,76,2013
79012,44,2012
77183,52,2012
65867,26,2017
13082,57,2018
73618,42,2010
80824,48,2015
95994,51,2011
91129,40,2010
22798,39,2021
101993,16,2019
33589,30,2010
3514,58,2016
46864,44,2014
78373,20,2017
80227,24,2020
28183,38,2012
90539,18,2010
7690,31,2010
26958,47,2019
13685,60,2008
116408,25,2014
37753,28,2017
114591,28,2011
29870,16,2014
7691,14,2021
91746,51,2012
74784,48,2011
8927,31,2020
52687,32,2010
89924,39,2010
95995,56,2020
82640,20,2012
75368,46,2011
111733,38,2015
20289,34,2021
1724,37,2011
31081,16,2017
115172,22,2020
50982,40,2018
108084,24,2012
26959,36,2009
50428,28,2012
63529,15,2020
107449,21,2020
31724,16,2020
71812,19,2015
74787,26,2016
17883,43,2012
34219,35,2015
91131,38,2016
101388,80,2016
21586,15,2020
62907,39,2009
106829,18,2019
40750,23,2011
50983,31,2021
34814,21,2012
18503,36,2008
15510,33,2015
5887,34,2013
37156,40,2012
112318,21,2017
9528,48,2018
80826,22,2011
94831,38,2011
27581,35,2015
71244,39,2010
107450,31,2011
57469,46,2016
46266,25,2010
66440,71,2015
114593,40,2010
95996,32,2012
111736,33,2007
76569,36,2012
7694,42,2018
82642,20,2013
14279,35,2011
115790,63,2014
86906,34,2010
111080,34,2010
117621,33,2008
104432,36,2018
31725,35,2009
47441,29,2009
77778,19,2014
85723,60,2021
23984,50,2011
82643,19,2009
48038,47,2015
50430,51,2014
40752,64,2011
68221,34,2009
20969,17,2021
68850,57,2012
41392,39,2010
52125,15,2019
104433,47,2017
113464,39,2009
55058,34,2011
112321,25,2017
76572,25,2015
25793,30,2008
26360,63,2013
99564,66,2020
45012,17,2018
55662,35,2009
40178,52,2017
13687,41,2014
48039,24,2010
118189,44,2009
48040,35,2011
13085,39,2013
29311,20,2011
62911,21,2014
5293,15,2014
111083,45,2021
35410,30,2009
17252,31,2013
88742,32,2011
105649,33,2009
101996,53,2020
37159,40,2010
9530,15,2020
79015,60,2020
113466,37,2011
37754,39,2014
95422,19,2017
58695,33,2009
26362,60,2012
118190,17,2015
69485,34,2011
15511,24,2010
103190,36,2008
62322,41,2020
96600,36,2010
79017,15,2016
111737,49,2010
85725,35,2008
86907,43,2011
49843,35,2012
19102,36,2016
80233,37,2009
48629,40,2019
71245,24,2011
112916,32,2008
12521,41,2014
68851,42,2013
111084,32,2012
41396,43,2009
89926,21,2014
114595,34,2017
8318,21,2014
8930,34,2012
28750,33,2008
98968,35,2010
71246,18,2011
79618,29,2017
50985,40,2010
39559,34,2012
25794,32,2014
79619,22,2013
49222,39,2011
56271,34,2011
31086,32,2008
28186,37,2020
85727,35,2009
114019,36,2016
109294,31,2016
85108,24,2021
4677,38,2015
70663,33,2010
87500,36,2011
79019,56,2014
10741,53,2011
99565,38,2011
81403,55,2013
89298,25,2021
47442,19,2021
76575,59,2018
47444,36,2011
109295,31,2011
108669,41,2011
8319,41,2011
72401,19,2012
69486,31,2010
75370,46,2011
117002,29,2018
77188,30,2010
17884,39,2018
10742,40,2018
31087,20,2016
24605,51,2014
10114,37,2009
91747,15,2020
40756,36,2016
33595,41,2009
68852,40,2015
50434,32,2019
74793,29,2015
5294,32,2011
68222,38,2010
63531,23,2009
4678,22,2018
43176,54,2017
109872,48,2021
28752,44,2011
29313,43,2015
7103,42,2018
31089,28,2020
114020,45,2017
2943,40,2020
114596,18,2019
98970,42,2012
39560,47,2021
77190,49,2015
28753,19,2015
108671,22,2013
16103,63,2020
103818,36,2010
69488,46,2012
99568,15,2011
106832,45,2012
25795,41,2011
75984,15,2021
114597,58,2008
77780,27,2016
108673,16,2017
45655,31,2013
63532,28,2019
92956,31,2009
97827,39,2016
7698,51,2015
12522,34,2013
105048,26,2011
106245,18,2014
100793,42,2013
97828,68,2018
105049,51,2020
83271,48,2019
50986,43,2021
81404,47,2014
104435,34,2010
91750,18,2012
115793,21,2012
99569,34,2008
20295,29,2016
11336,18,2016
88746,21,2020
17254,65,2012
86909,69,2021
85729,20,2014
97829,35,2010
101998,34,2009
89930,45,2018
91751,40,2012
11907,33,2011
6487,15,2020
25797,20,2012
65270,29,2008
93609,26,2014
13089,19,2014
105050,32,2011
11908,33,2008
17886,44,2008
91753,31,2021
102641,16,2016
88122,55,2019
59924,32,2010
33598,39,2011
107455,34,2010
96603,43,2009
5296,27,2010
22199,48,2012
115795,20,2014
117627,43,2012
67637,15,2020
19104,26,2012
29317,66,2011
56272,35,2011
72999,21,2018
5893,62,2011
22200,30,2015
51551,57,2019
20970,15,2009
119993,19,2021
68224,31,2011
40181,40,2007
77782,40,2011
74797,17,2014
91754,32,2010
98427,39,2012
58698,16,2020
102642,51,2019
10118,33,2019
34822,22,2010
91755,48,2013
102644,24,2018
4080,19,2021
113470,57,2010
52129,39,2012
52130,39,2009
75985,43,2011
79625,65,2019
78381,53,2021
13090,34,2010
64683,37,2012
113471,50,2014
58699,38,2020
55667,44,2018
94225,32,2009
38938,59,2014
53911,57,2019
61080,42,2011
80831,20,2017
97242,36,2010
68857,29,2018
83273,33,2010
102646,36,2020
4082,18,2017
58700,55,2015
66445,37,2011
111087,29,2012
98429,22,2011
77783,84,2019
39562,22,2014
40759,66,2012
53298,40,2018
101393,47,2020
23420,36,2010
22804,53,2020
34823,22,2012
100153,42,2012
92958,28,2013
99573,44,2013
50988,45,2011
11337,41,2008
10119,36,2016
73003,53,2011
60504,20,2019
95999,74,2017
42008,33,2020
45659,44,2010
32365,60,2011
17888,16,2019
68226,25,2016
90547,44,2015
54486,38,2008
56898,40,2012
51556,41,2013
115798,52,2019
34222,30,2011
35415,65,2009
17889,34,2017
97831,30,2012
83869,58,2014
117006,30,2011
70666,61,2014
46867,55,2010
21591,18,2017
40184,22,2021
99574,35,2012
86326,34,2010
72403,27,2009
13091,35,2009
119994,15,2021
115176,19,2014
19106,68,2014
63535,15,2018
10746,21,2018
38355,34,2019
88125,41,2016
28760,65,2020
96606,43,2012
108087,19,2011
82652,35,2010
68858,31,2017
18513,40,2010
98431,57,2016
62328,21,2019
14926,16,2015
80833,40,2009
24606,17,2016
117630,34,2015
57472,25,2019
82653,32,2009
114602,58,2009
31092,21,2011
87504,34,2015
93610,14,2018
99575,18,2016
81407,34,2008
98433,14,2021
71249,18,2017
97244,76,2012
58090,41,2010
72405,18,2020
16106,33,2009
104439,30,2020
81408,20,2013
31093,26,2010
23985,43,2020
111740,69,2013
7106,18,2017
22807,19,2014
113472,33,2018
119997,40,2019
40185,37,2013
98434,45,2020
6490,43,2012
92347,26,2018
73624,34,2011
26370,34,2009
5298,25,2009
68227,27,2017
37167,36,2014
13697,24,2013
1103,30,2016
66446,45,2012
69490,57,2009
1104,20,2013
54490,18,2021
65872,22,2009
108677,24,2011
112324,15,2020
32366,30,2008
46869,25,2011
92962,53,2009
75987,34,2009
47446,50,2012
98436,14,2012
14286,27,2011
8323,35,2014
116415,23,2015
10747,20,2021
37760,32,2019
59292,47,2017
80834,40,2018
104440,60,2021
36006,38,2019
113473,37,2016
62329,27,2018
21592,47,2014
96001,34,2012
74212,34,2016
100155,38,2009
106247,54,2014
99577,39,2008
62919,38,2008
67639,29,2015
23424,38,2019
45022,27,2014
108678,34,2012
106838,17,2016
13093,31,2021
87505,38,2013
4083,37,2009
58092,51,2015
24609,20,2013
10121,37,2008
85734,29,2009
35417,38,2008
55670,38,2019
81410,32,2010
102648,40,2011
85735,21,2015
31729,25,2011
44360,47,2009
75989,32,2018
19107,33,2007
51557,22,2010
38940,23,2013
45023,25,2019
14929,31,2016
114603,33,2011
4085,64,2017
1107,22,2011
59927,26,2020
54491,40,2009
18516,15,2019
112923,30,2015
7705,35,2020
11339,24,2016
21594,50,2021
6491,19,2012
14287,36,2009
67044,43,2008
82037,31,2010
81411,33,2020
6492,34,2015
70075,36,2014
54492,42,2012
105655,60,2012
102000,46,2012
88748,35,2011
100157,29,2010
52133,49,2018
30479,25,2015
112326,43,2011
114604,30,2010
8326,43,2018
91135,49,2019
48636,35,2008
90550,25,2015
70670,54,2018
102650,54,2017
76582,19,2019
100799,63,2016
53302,17,2018
30480,33,2011
84458,15,2018
42582,15,2008
107458,47,2012
117632,29,2008
61730,38,2008
64107,41,2011
119417,36,2008
41403,21,2018
31731,40,2021
62920,31,2012
105053,23,2020
50438,38,2011
89931,54,2010
87508,38,2016
92348,54,2009
22201,22,2016
19108,34,2009
83275,32,2008
29320,24,2009
45663,43,2011
2950,38,2008
77788,32,2020
95433,64,2016
115180,37,2012
112924,31,2013
17892,43,2020
4086,40,2008
20974,41,2018
505,40,2010
75991,36,2012
40187,15,2017
87509,44,2011
77789,38,2012
120002,37,2014
48049,60,2015
1109,37,2021
62331,45,2020
82656,27,2018
109303,43,2013
11910,33,2010
61084,40,2019
40764,22,2011
35419,33,2010
22202,53,2009
64108,33,2010
69492,21,2019
105656,36,2010
45664,40,2019
67047,63,2013
40765,24,2017
56276,34,2008
69494,37,2020
71253,23,2015
68859,16,2021
70671,48,2013
70672,20,2013
30481,25,2017
66449,21,2020
94842,44,2017
106840,27,2014
53305,17,2018
65874,22,2011
105054,43,2012
38359,18,2013
49850,20,2015
111093,52,2013
85737,14,2019
49851,30,2019
20305,32,2009
51562,35,2011
99580,36,2014
22810,46,2011
14935,32,2012
104444,21,2013
42011,60,2016
83277,14,2011
114607,36,2010
89932,50,2018
28193,40,2011
89304,22,2017
16687,18,2018
74802,75,2020
40189,45,2009
81415,29,2011
31732,41,2012
92966,20,2015
120003,23,2012
53306,33,2009
93615,25,2014
79023,43,2013
506,15,2017
16108,24,2010
31733,42,2013
117634,16,2014
25204,15,2020
42012,43,2014
36579,33,2010
22203,25,2012
2953,39,2015
7707,17,2014
48637,38,2011
114025,24,2013
103198,29,2011
46871,54,2020
65274,20,2012
70078,38,2008
73628,43,2013
47450,32,2010
120004,40,2012
5902,49,2012
13700,32,2015
104445,20,2016
